12/04/2019 13:12:13
x,y
8.5625,3.6534822137210456e-08
8.625,3.2241867372567335e-08
8.6875,2.8453348089834e-08
8.75,2.510999155743982e-08
8.8125,2.215948977336598e-08
8.875,1.9555681087850496e-08
8.9375,1.7257827987960214e-08
9.0,1.522997974471263e-08
9.0625,1.3440409951135022e-08
9.125,1.186112015134383e-08
9.1875,1.0467401794744658e-08
9.25,9.237449661970594e-09
9.3125,8.152020714470167e-09
9.375,7.194133030325383e-09
9.4375,6.34880011604368e-09
9.5,5.602796437537268e-09
9.5625,4.944450501938644e-09
9.625,4.363462252943702e-09
9.6875,3.850741922767617e-09
9.75,3.398267819495071e-09
9.8125,2.9989608248573072e-09
9.875,2.646573638909117e-09
9.9375,2.335593038799337e-09
10.0,2.061153622438558e-09
10.0625,1.8189616875530459e-09
10.125,1.6052280551856116e-09
10.1875,1.4166087866431961e-09
10.25,1.2501528663867426e-09
10.3125,1.103256032343554e-09
10.375,9.736200313009565e-10
10.4375,8.592166619174109e-10
10.5,7.582560427911907e-10
10.5625,6.691586091292782e-10
10.625,5.905303998944039e-10
10.6875,5.211412487888539e-10
10.75,4.5990553786523166e-10
10.8125,4.058652126475693e-10
10.875,3.581747930283181e-10
10.9375,3.1608814543136926e-10
11.0,2.7894680928689246e-10
11.0625,2.4616969518153846e-10
11.125,2.172439935079017e-10
11.1875,1.917171513758312e-10
11.25,1.6918979226151304e-10
11.3125,1.493094676197164e-10
11.375,1.3176514270095466e-10
11.4375,1.162823303022097e-10
11.5,1.026187963170189e-10
11.5625,9.056076989672867e-11
11.625,7.991959892953932e-11
11.6875,7.05287985111216e-11
11.75,6.224144622907783e-11
11.8125,5.4927883509546835e-11
11.875,4.8473687062702556e-11
11.9375,4.277787868968998e-11
12.0,3.775134544279098e-11
12.0625,3.331544542166412e-11
12.125,2.9400777392844726e-11
12.1875,2.5946094982764667e-11
12.25,2.289734845645553e-11
12.3125,2.020683909022217e-11
12.375,1.783247290814639e-11
12.4375,1.57371021068629e-11
12.5,1.3887943864964021e-11
12.5625,1.2256067444099483e-11
12.625,1.0815941557285693e-11
12.6875,9.545034922840628e-12
12.75,8.423463754468647e-12
12.8125,7.433680672352188e-12
12.875,6.560200168153779e-12
12.9375,5.789356328730652e-12
13.0,5.109089028063325e-12
13.0625,4.508755242294825e-12
13.125,3.97896253583724e-12
13.1875,3.5114221133765118e-12
13.25,3.0988191387218256e-12
13.3125,2.7346982915918745e-12
13.375,2.413362771833214e-12
13.4375,2.129785170955785e-12
13.5,1.8795288165390832e-12
13.5625,1.6586783589142312e-12
13.625,1.463778514125909e-12
13.6875,1.2917800047859961e-12
13.75,1.1399918530443554e-12
13.8125,1.006039279283317e-12
13.875,8.878265478459658e-13
13.9375,7.835041785064389e-13
14.0,6.914400106940203e-13
14.0625,6.101936677605324e-13
14.125,5.384940217754036e-13
14.1875,4.752193062771153e-13
14.25,4.1937956583795446e-13
14.3125,3.701011678592672e-13
14.375,3.2661313427874473e-13
14.4375,2.8823507934443873e-13
14.5,2.543665647376923e-13
14.5625,2.2447770550209742e-13
14.625,1.9810087980489796e-13
14.6875,1.748234128271057e-13
14.75,1.5428112031918877e-13
14.8125,1.3615261080896538e-13
14.875,1.2015425731771786e-13
14.9375,1.0603575991523846e-13
15.0,9.357622968840175e-14
15.0625,8.25807328555592e-14
15.125,7.287724095819692e-14
15.1875,6.431393941452e-14
15.25,5.675685232632723e-14
15.3125,5.008774637843506e-14
15.375,4.420228103641173e-14
15.4375,3.900837610180715e-14
15.5,3.442477108469977e-14
15.5625,3.037975385443128e-14
15.625,2.6810038677818034e-14
15.6875,2.3659776091347615e-14
15.75,2.0879679116459336e-14
15.8125,1.8426252147235624e-14
15.875,1.626111044617819e-14
15.9375,1.435037960133826e-14
16.0,1.2664165549094176e-14
16.0625,1.1176086870894152e-14
16.125,9.862862046580453e-15
16.1875,8.703945206726412e-15
16.25,7.681204685202095e-15
16.3125,6.778639342809131e-15
16.375,5.9821282237671354e-15
16.4375,5.2792096283383845e-15
16.5,4.658886145103398e-15
16.5625,4.111452592548034e-15
16.625,3.628344178047045e-15
16.6875,3.2020024986373665e-15
16.75,2.825757287115611e-15
16.8125,2.493722053335376e-15
16.875,2.2007019879753665e-15
16.9375,1.9421126879000225e-15
17.0,1.713908431542013e-15
17.0625,1.5125188821494485e-15
17.125,1.334793228597603e-15
17.1875,1.1779508898282764e-15
17.25,1.039538011670222e-15
17.3125,9.173890754179198e-16
17.375,8.095930175212601e-16
17.4375,7.144633303166281e-16
17.5,6.305116760146989e-16
17.5625,5.564246011263937e-16
17.625,4.910429870159115e-16
17.6875,4.3334391507742955e-16
17.75,3.8242466280971355e-16
17.8125,3.374885804015305e-16
17.875,2.9783262686202286e-16
17.9375,2.6283637069436874e-16
18.0,2.3195228302435696e-16
18.0625,2.0469717131642043e-16
18.125,1.8064461965456932e-16
18.1875,1.5941831731372974e-16
18.25,1.4068617124461467e-16
18.3125,1.2415511035985842e-16
18.375,1.0956650033262367e-16
18.4375,9.669209717057444e-17
18.5,8.533047625744066e-17
18.5625,7.530388099325974e-17
18.625,6.64554417291507e-17
18.6875,5.864672148586656e-17
18.75,5.175555005801869e-17
18.8125,4.5674112617763464e-17
18.875,4.0307262913476244e-17
18.9375,3.5571034672805724e-17
19.0,3.1391327920480296e-17
19.0625,2.770274965784119e-17
19.125,2.444759076612131e-17
19.1875,2.1574923126757813e-17
19.25,1.9039802832864523e-17
19.3125,1.6802567025824347e-17
19.375,1.4828213355760042e-17
19.4375,1.3085852357321768e-17
19.5,1.1548224173015786e-17
19.5625,1.0191272063038982e-17
19.625,8.993766029028821e-18
19.6875,7.93697066318849e-18
19.75,7.004352026168645e-18
19.8125,6.181318967705965e-18
19.875,5.454994842887922e-18
19.9375,4.814016052463533e-18
20.0,4.248354255291589e-18
20.0625,3.749159471376913e-18
20.125,3.3086216207858244e-18
20.1875,2.919848332167914e-18
20.25,2.576757109154981e-18
20.3125,2.2739801675421068e-18
20.375,2.0067804543947087e-18
20.4375,1.7709775351706372e-18
20.5,1.5628821893349888e-18
20.5625,1.3792386911927588e-18
20.625,1.2171738729024408e-18
20.6875,1.0741521727433002e-18
20.75,9.479359653504757e-19
20.8125,8.365505532703331e-19
20.875,7.382532721164985e-19
20.9375,6.515062259657524e-19
21.0,5.74952226429356e-19
21.0625,5.073935589580236e-19
21.125,4.4777324417183015e-19
21.1875,3.951585010418958e-19
21.25,3.4872615319944465e-19
21.3125,3.07749750048751e-19
21.375,2.7158820118920623e-19
21.4375,2.396757463279964e-19
21.5,2.1151310375910805e-19
21.5625,1.86659658923467e-19
21.625,1.6472657083745667e-19
21.6875,1.4537068853743743e-19
21.75,1.282891823608785e-19
21.8125,1.1321480606858558e-19
21.875,9.991171568224243e-20
21.9375,8.817177962149169e-20
22.0,7.781132241133797e-20
22.0625,6.866825101401707e-20
22.125,6.059951882577156e-20
22.1875,5.347888766186028e-20
22.25,4.719495271526123e-20
22.3125,4.164939958884448e-20
22.375,3.6755466131663376e-20
22.4375,3.243658501424593e-20
22.5,2.8625185805493937e-20
22.5625,2.5261637809256925e-20
22.625,2.229331712088314e-20
22.6875,1.9673783307515502e-20
22.75,1.7362052831002947e-20
22.8125,1.5321957845870205e-20
22.875,1.3521580340512197e-20
22.9375,1.1932752768550773e-20
23.0,1.0530617357553812e-20
23.0625,9.293237200344816e-21
23.125,8.201253044288238e-21
23.1875,7.237580408896853e-21
23.25,6.387142293058423e-21
23.3125,5.6366332899911276e-21
23.375,4.974311419422388e-21
23.4375,4.3898144201314395e-21
23.5,3.873997628687187e-21
23.5625,3.41879090793651e-21
23.625,3.0170723868383467e-21
23.6875,2.6625570362583533e-21
23.75,2.349698337452817e-21
23.8125,2.0736015048102845e-21
23.875,1.829946905189832e-21
23.9375,1.614922475724293e-21
24.0,1.4251640827409352e-21
24.0625,1.2577028886936914e-21
24.125,1.1099189036438807e-21
24.1875,9.794999945858148e-22
24.25,8.644057113036095e-22
24.3125,7.628353628018694e-22
24.375,6.731998448546458e-22
24.4375,5.940967779046551e-22
24.5,5.242885663363464e-22
24.5625,4.626830358523438e-22
24.625,4.083163460181308e-22
24.6875,3.603379106356603e-22
24.75,3.1799709001977496e-22
24.8125,2.8063144697336614e-22
24.875,2.4765638272182875e-22
24.9375,2.18555990657319e-22
25.0,1.9287498479639178e-22
25.0625,1.7021157666886667e-22
25.125,1.5021118919431522e-22
25.1875,1.3256090919753184e-22
25.25,1.1698459177061964e-22
25.3125,1.0323853988769519e-22
25.375,9.110769167824721e-23
25.4375,8.040225570768548e-23
25.5,7.095474162284704e-23
25.5625,6.261733970585278e-23
25.625,5.525960833850248e-23
25.6875,4.876643319676632e-23
25.75,4.3036226246244867e-23
25.8125,3.7979336361240965e-23
25.875,3.351664670101365e-23
25.9375,2.9578336898666744e-23
26.0,2.6102790696677047e-23
26.0625,2.3035631938631488e-23
26.125,2.0328873834921067e-23
26.1875,1.7940168192350867e-23
26.25,1.583214286159632e-23
26.3125,1.3971817036635567e-23
26.375,1.2330085258309567e-23
26.4375,1.0881262049062174e-23
26.5,9.602680054508676e-24
26.5625,8.47433540461478e-24
26.625,7.478574746035517e-24
26.6875,6.599819049123722e-24
26.75,5.824319868470494e-24
26.8125,5.139944243587129e-24
26.875,4.535984874423162e-24
26.9375,4.002992601849016e-24
27.0,3.532628572200807e-24
27.0625,3.117533772949054e-24
27.125,2.7512138983304076e-24
27.1875,2.4279377436242744e-24
27.25,2.1426475384166538e-24
27.3125,1.8908798159832048e-24
27.375,1.668695580764908e-24
27.4375,1.4726186813816338e-24
27.5,1.2995814250075031e-24
27.5625,1.146876582225596e-24
27.625,1.0121150314608957e-24
27.6875,8.931883803235506e-25
27.75,7.882359790600851e-25
27.8125,6.956158100262611e-25
27.875,6.138787977370498e-25
27.9375,5.417461375653018e-25
28.0,4.780892883885469e-25
28.0625,4.21912316161766e-25
28.125,3.7233631217505106e-25
28.1875,3.2858564221425353e-25
28.25,2.899758114878488e-25
28.3125,2.559027554624811e-25
28.375,2.2583338905850276e-25
28.4375,1.9929726634431052e-25
28.5,1.7587922024243116e-25
28.5625,1.5521286709293938e-25
28.625,1.3697487445079347e-25
28.6875,1.2087990243473908e-25
28.75,1.0667613948338533e-25
28.8125,9.414136267376981e-26
28.875,8.30794609646949e-26
28.9375,7.331736696974105e-26
29.0,6.47023492564546e-26
29.0625,5.709962280876788e-26
29.125,5.0390240267486375e-26
29.1875,4.4469230956550283e-26
29.25,3.924395857947463e-26
29.3125,3.463267189154452e-26
29.375,3.056322567251662e-26
29.4375,2.6971951988989904e-26
29.5,2.3802664086944007e-26
29.5625,2.100577732998967e-26
29.625,1.8537533430097598e-26
29.6875,1.6359315833619522e-26
29.75,1.4437045551572354e-26
29.8125,1.2740647981735315e-26
29.875,1.1243582380802092e-26
29.9375,9.922426625012578e-27
