12/04/2019 13:13:02
x,y
46.9375,1.7006130653966015e-41
47.0,1.5007857627073948e-41
47.0625,1.3244387870323356e-41
47.125,1.1688131272189348e-41
47.1875,1.0314739644709246e-41
47.25,9.10272578742244e-42
47.3125,8.033127312477226e-42
47.375,7.089209971328867e-42
47.4375,6.256205841469552e-42
47.5,5.5210822770285325e-42
47.5625,4.872338008392385e-42
47.625,4.299823200751476e-42
47.6875,3.794580656324559e-42
47.75,3.348705675813844e-42
47.8125,2.9552223865731716e-42
47.875,2.6079746025994798e-42
47.9375,2.301529508813332e-42
48.0,2.031092662734811e-42
48.0625,1.792432983725769e-42
48.125,1.5818165562284556e-42
48.1875,1.3959482113286435e-42
48.25,1.2319199726660341e-42
48.3125,1.0871655601098745e-42
48.375,9.594202393936111e-43
48.4375,8.466853895418327e-43
48.5,7.47197233734299e-43
48.5625,6.593992443902969e-43
48.625,5.819177907410596e-43
48.6875,5.135406478878559e-43
48.75,4.5319803111231915e-43
48.8125,3.999458587140588e-43
48.875,3.5295098151669305e-43
48.9375,3.114781479526744e-43
49.0,2.7487850079102147e-43
49.0625,2.425794255351737e-43
49.125,2.1407559166554134e-43
49.1875,1.8892104656380483e-43
49.25,1.667222384255979e-43
49.3125,1.4713185900256055e-43
49.375,1.2984340984127312e-43
49.4375,1.145864070059457e-43
49.5,1.0112214926104486e-43
49.5625,8.923998350556922e-44
49.625,7.875400903036521e-44
49.6875,6.950016903541656e-44
49.75,6.133368390286092e-44
49.8125,5.412678606837742e-44
49.875,4.77667210522021e-44
49.9375,4.215398337519074e-44
50.0,3.720075976020836e-44
50.0625,3.2829555262177533e-44
50.125,2.897198083210148e-44
50.1875,2.5567683346069824e-44
50.25,2.256340135917036e-44
50.3125,1.9912131811240897e-44
50.375,1.757239464727628e-44
50.4375,1.550758384721544e-44
50.5,1.368539471173853e-44
50.5625,1.2077318443756855e-44
50.625,1.065819611814323e-44
50.6875,9.405825061400559e-45
50.75,8.300611482938556e-45
50.8125,7.325263923251401e-45
50.875,6.464522722884043e-45
50.9375,5.704921279632902e-45
51.0,5.0345753587649823e-45
51.0625,4.442997159938825e-45
51.125,3.920931231838167e-45
51.1875,3.460209667344385e-45
51.25,3.0536243137246927e-45
51.3125,2.6948139985190523e-45
51.375,2.378165006734672e-45
51.4375,2.0987232522784214e-45
51.5,1.8521167695179754e-45
51.5625,1.6344873123246002e-45
51.625,1.44242999044028e-45
51.6875,1.2729399987586747e-45
51.75,1.1233656060805691e-45
51.8125,9.913666678361689e-46
51.875,8.748780136910305e-46
51.9375,7.720771372216977e-46
52.0,6.813556821545298e-46
52.0625,6.012942790597867e-46
52.125,5.306403388120991e-46
52.1875,4.682884553881177e-46
52.25,4.132631113961384e-46
52.3125,3.6470341575956474e-46
52.375,3.2184963476983778e-46
52.4375,2.8403130578236513e-46
52.5,2.506567475899953e-46
52.5625,2.2120380336009962e-46
52.625,1.9521167130521983e-46
52.6875,1.7227369527521864e-46
52.75,1.520310024771829e-46
52.8125,1.3416688878294486e-46
52.875,1.1840186378036073e-46
52.9375,1.0448927804641154e-46
53.0,9.221146422925876e-47
53.0625,8.137633156511106e-47
53.125,7.181436054990755e-47
53.1875,6.3375950746386775e-47
53.25,5.592908023204021e-47
53.3125,4.935724006918081e-47
53.375,4.3557611481176343e-47
53.4375,3.8439457216121335e-47
53.5,3.392270193026015e-47
53.5625,2.993667938075506e-47
53.625,2.6419026827184465e-47
53.6875,2.331470934428962e-47
53.75,2.0575158780995713e-47
53.8125,1.8157513894414957e-47
53.875,1.6023949770457954e-47
53.9375,1.4141086039600282e-47
54.0,1.2479464629129513e-47
54.0625,1.101308888112081e-47
54.125,9.719016825477964e-48
54.1875,8.57700224465187e-48
54.25,7.569177914366397e-48
54.3125,6.679776064540074e-48
54.375,5.894881686915333e-48
54.4375,5.2022148298054365e-48
54.5,4.590938473882946e-48
54.5625,4.051488983158149e-48
54.625,3.575426478492679e-48
54.6875,3.155302792688736e-48
54.75,2.7845449412643336e-48
54.8125,2.4573522857733785e-48
54.875,2.1686057807541822e-48
54.9375,1.913787884442614e-48
55.0,1.6889118802245324e-48
55.0625,1.490459503036475e-48
55.125,1.3153258948574645e-48
55.1875,1.1607710281010237e-48
55.25,1.0243768369090897e-48
55.3125,9.040093856516769e-49
55.375,7.977854827450078e-49
55.4375,7.040432174494256e-49
55.5,6.213159586848109e-49
55.5625,5.483094090657241e-49
55.625,4.838813551584914e-49
55.6875,4.270237971458052e-49
55.75,3.768471783110857e-49
55.8125,3.325664676072778e-49
55.875,2.9348887756692284e-49
55.9375,2.5900302539583895e-49
56.0,2.2856936767186716e-49
56.0625,2.0171175899614234e-49
56.125,1.78010002528986e-49
56.1875,1.5709327586090614e-49
56.25,1.3863432936411706e-49
56.3125,1.2234436625572592e-49
56.375,1.0796852426935343e-49
56.4375,9.528188824433411e-50
56.5,8.408597124803643e-50
56.5625,7.420560917720949e-50
56.625,6.5486220253290405e-50
56.6875,5.779138653550138e-50
56.75,5.100071961364906e-50
56.8125,4.500797708863072e-50
56.875,3.9719400372315046e-50
56.9375,3.5052247801085453e-50
57.0,3.093350011308561e-50
57.0625,2.7298718035898282e-50
57.125,2.409103411121046e-50
57.1875,2.1260262983203066e-50
57.25,1.8762116230810634e-50
57.3125,1.6557509459622548e-50
57.375,1.4611950812632037e-50
57.4375,1.2895001332866234e-50
57.5,1.1379798735078682e-50
57.5625,1.0042637135743033e-50
57.625,8.86259616607426e-51
57.6875,7.821213665418644e-51
57.75,6.902196834184264e-51
57.8125,6.091167327196814e-51
57.875,5.375436299375676e-51
57.9375,4.743805884239834e-51
58.0,4.1863939993042314e-51
58.0625,3.694479737384721e-51
58.125,3.2603669249035656e-51
58.1875,2.877263712516659e-51
58.25,2.5391763142150054e-51
58.3125,2.2408152324109117e-51
58.375,1.97751250186701e-51
58.4375,1.7451486577199502e-51
58.5,1.5400882849875202e-51
58.5625,1.3591231412083083e-51
58.625,1.1994219623473776e-51
58.6875,1.058486166663498e-51
58.75,9.341107635091788e-52
58.8125,8.243498554677818e-52
58.875,7.274861940963763e-52
58.9375,6.420043129631079e-52
59.0,5.665668176358939e-52
59.0625,4.999934616708877e-52
59.125,4.41242681237108e-52
59.1875,3.893952994798698e-52
59.25,3.43640145671986e-52
59.3125,3.0326136415924683e-52
59.375,2.6762721454411435e-52
59.4375,2.361801878825239e-52
59.5,2.0842828425817514e-52
59.5625,1.8393731526886113e-52
59.625,1.6232411099449617e-52
59.6875,1.4325052516744093e-52
59.75,1.2641814475388326e-52
59.8125,1.1156362117579298e-52
59.875,9.845455012875849e-53
59.9375,8.688583553398915e-53
